original_index,product_id,label_extracted,color1_name,color1_weight,color2_name,color2_weight,color3_name,color3_weight
12,314096549,female,salmon,0.422854387656702,lavender,0.3430568948891032,tan,0.11427193828351012
61,314595546,female,teal,0.4140929535232384,sky_blue,0.21829085457271363,silver,0.1775112443778111
102,311217401,female,lavender,0.3723902854708138,silver,0.20409032807839794,gray,0.14230933106092886
124,272582441,female,lavender,0.43235191026989134,lime,0.26708727655099895,tan,0.2138100245355766
131,325326104,male,gray,0.3056264430672014,sky_blue,0.1762061003767165,silver,0.12188601288127354
142,268717180,female,silver,0.3790094944829356,lavender,0.31229150628688734,gray,0.1773158840133436
146,250756195,female,brown,0.38841435005435626,lavender,0.3808044727442149,silver,0.13138686131386862
148,253507478,female,lavender,0.3937656753851666,lavender,0.3031171623074167,hot_pink,0.13292726621282694
162,314097393,male,lavender,0.2531869688385269,brown,0.2386685552407932,gray,0.2191926345609065
177,325117831,male,black,0.29232386961093587,gray,0.2499123729407641,silver,0.1808622502628812
181,317404090,male,dark_green,0.5095250190500381,black,0.2413004826009652,teal,0.11709423418846837
239,285513527,female,purple,0.30747051114023594,purple,0.2382699868938401,lavender,0.22857142857142856
249,315743065,female,black,0.27237125514000393,teal,0.2281182690424907,lavender,0.17446641864108087
288,325117778,male,teal,0.37147255002565416,silver,0.30708055413032326,gray,0.12365315546434069
290,274709169,female,dark_red,0.40939597315436244,silver,0.20671140939597316,gray,0.15302013422818792
325,317052127,female,tan,0.30750154990700557,silver,0.23310601363918165,gray,0.20892746435213888
367,297201918,male,navy,0.4812555456965395,tan,0.15949423247559893,gray,0.14884649511978704
465,317423101,male,dark_green,0.443023902167871,gray,0.2549564572910876,gray,0.16824161571243285
9993,111611550,none,pink,0.4697484704282801,silver,0.21957851801495581,purple,0.10910944935418083
7953,100002900,none,dark_green,0.4663356504468719,brown,0.20734856007944388,salmon,0.14419066534260178
7966,100002903,none,dark_green,0.38787281935846935,gray,0.25126617895329206,gray,0.1419527293190771
9997,113827477,none,teal,0.15252387448840382,silver,0.14733969986357434,salmon,0.07421555252387449
11214,113644718,none,silver,0.35448182433958003,silver,0.3337096410024836,hot_pink,0.15104989839692934
11943,113411957,none,crimson,0.3235747303543914,brown,0.27773497688751925,gray,0.18412942989214176
8181,108787503,none,teal,0.38343923749007147,orange,0.21147736298649722,sky_blue,0.1483320095313741
8317,112318451,none,gray,0.3910577683988394,purple,0.2085201793721973,lime,0.1676338696913743
6686,325375040,none,lavender,0.2629670942554378,silver,0.25292805354155046,silver,0.24623535973229224
7286,111686471,none,lavender,0.46296296296296297,silver,0.2046070460704607,gray,0.11878952122854562
11037,114120861,none,purple,0.38153846153846155,gold,0.21574660633484163,silver,0.15402714932126696
3718,314575743,none,orange,0.41780668311280555,pink,0.20094191522762953,coral,0.16079838528818122
7609,113979016,none,hot_pink,0.2544906074317839,gray,0.2384478266831208,brown,0.21225832990538873
585,325179752,none,silver,0.3579580825897489,silver,0.24507159161651795,silver,0.22639551774227018
7514,113918598,none,tan,0.2541743970315399,silver,0.23654916512059368,gray,0.21498144712430425
10770,107300281,none,lavender,0.35406698564593303,silver,0.22672064777327935,royal_blue,0.19433198380566802
3909,255635221,none,orange,0.3753142857142857,dark_green,0.28114285714285714,pink,0.1417142857142857
8273,112727327,none,lavender,0.48533872598584427,silver,0.17795753286147623,royal_blue,0.1263902932254803
8289,100694071,none,gold,0.30440251572327043,green,0.29135220125786165,lime,0.22562893081761007
11068,109106757,none,crimson,0.33091468777484606,lavender,0.23087071240105542,brown,0.2009674582233949
10951,111649099,none,tan,0.3611974018638803,silver,0.271109855972889,teal,0.15052245128494776
9727,105148693,none,lavender,0.6454619124797407,purple,0.14647487844408427,silver,0.0856969205834684
2572,325300716,none,gray,0.47728005156300357,brown,0.18288752819851756,silver,0.15372220431840156
12137,109891513,none,lavender,0.5025545750116117,royal_blue,0.17928471899674872,sky_blue,0.14119832791453785
9880,109080024,none,silver,0.2897819961441495,pink,0.22779178407237136,tan,0.18270799347471453
8706,113174584,none,lavender,0.3331321665660833,crimson,0.27942063971031983,tan,0.13850331925165962
12152,111170352,none,coral,0.4811480022509848,lavender,0.1737478897017445,tan,0.15531795160382666
9733,100002864,none,pink,0.38873671524049525,crimson,0.28848471567875533,tan,0.19108140681494468
4340,325334159,none,gray,0.37815126050420167,silver,0.2452253628724217,brown,0.1894576012223071
