feature,coef_female,coef_male,coef_none,max_abs
bc_toiletries bc,-0.11128180423980216,1.346667108982535,-1.0207523955142408,1.346667108982535
bc_bc toiletries,-0.012976831549089874,1.2383713106348004,-0.993947104297265,1.2383713106348004
bc_toiletries,-0.025393677018539697,1.191252793528537,-0.9189661147118111,1.191252793528537
desc_lynx,-0.5793738557821395,0.9798052376021735,-0.27946415368871846,0.9798052376021735
bc_deodorants,0.24342772509966634,0.4600642022144767,-0.8239682445261965,0.8239682445261965
bc_bc deodorants,0.25007476956972063,0.4515692386084233,-0.8222741273778101,0.8222741273778101
bc_period,0.7407279868142762,-0.4212136265974107,-0.1985471321088096,0.7407279868142762
bc_shaving hair,0.707105807439364,-0.32480640938117605,-0.2614187263153802,0.707105807439364
bc_intimate,0.6936047156159593,-0.274007132036276,-0.29863035546882977,0.6936047156159593
bc_bc period,0.6889851939266984,-0.3929026174117297,-0.175115348405172,0.6889851939266984
feat_color1_lavender,0.38025264043936396,-0.6788792020800412,0.1805201805720656,0.6788792020800412
bc_gel,-0.38298642807699473,0.6771213587546084,-0.1731677025631158,0.6771213587546084
bc_removal,0.6578324048329244,-0.25355234386827225,-0.28678630618146483,0.6578324048329244
bc_hair removal,0.6578324048329244,-0.25355234386827225,-0.28678630618146483,0.6578324048329244
bc_toothpaste,-0.2772567267175708,-0.2417955812003898,0.6384186306410157,0.6384186306410157
feat_color1_black,-0.3173589423919036,0.6256705203224109,-0.18734434979587603,0.6256705203224109
bc_accessories,-0.3362934973424783,-0.15884458095701828,0.6161053064061688,0.6161053064061688
bc_conditioner,-0.22331551464292682,-0.262896719989282,0.6071794627893086,0.6071794627893086
bc_removal bc,0.5918997734377793,-0.26128795882310724,-0.2104556429808305,0.5918997734377793
bc_razors,-0.053244649739976675,0.5879286893294694,-0.43009012229762866,0.5879286893294694
bc_bc razors,-0.053244649739976675,0.5879286893294694,-0.43009012229762866,0.5879286893294694
desc_venus,0.5632780527444116,-0.3765508346632748,-0.07660459341632883,0.5632780527444116
