hs_92_code,sector_name,product_name
9018,Machinery,Medical instruments
9027,Machinery,Instruments for physical or chemical analysis
9007,Machinery,Cinematographic cameras and projectors
9005,Machinery,Binoculars and telescopes
8420,Machinery,Calendering Machines
8444,Machinery,Textile Machines
9209,Machinery,Parts of musical instruments
9605,Machinery,Travel sets
9032,Machinery,Automatic regulating instruments
9102,Machinery,Watches
8469,Machinery,Word processing machines
8403,Machinery,Central heating boilers
8401,Machinery,Nuclear reactors and related equipment
9105,Machinery,Other clocks
9008,Machinery,Still image projectors
9029,Machinery,Meters
9610,Machinery,"Slates and boards, with writing or drawing surfaces"
8438,Machinery,Machinery for the industrial preparation of food or drink
9613,Machinery,Cigarette lighters
8433,Machinery,Harvesting or agricultural machinery
8481,Machinery,Thermostat Valves
9104,Machinery,Instrument panel clocks for vehicles
9013,Machinery,Liquid crystal devices
9026,Machinery,Instruments for measuring properties of liquids or gases
8475,Machinery,Machines for assembling electric lamps
9302,Machinery,Revolvers and pistols
9103,Machinery,Clocks with watch movements
8431,Machinery,Parts for use with hoists and excavation machinery
9615,Machinery,"Combs, hair-slides etc."
8449,Machinery,Machinery to manufacture felt
8436,Machinery,Other agricultural machinery
8476,Machinery,Automatic goods-vending machines
9204,Machinery,Accordions and similar instruments
8477,Machinery,Machinery for working rubber or plastics
9206,Machinery,"Musical instruments, percussion"
8530,Electronics,Electric signal and traffic controls
8543,Electronics,Electrical machines with individual functions n.e.c.
8509,Electronics,Electromechanical domestic appliances
8506,Electronics,Primary cells and primary batteries
8545,Electronics,Carbon articles for eletrical purposes
8508,Electronics,Vacuum cleaners
8547,Electronics,Insulating fittings for electrical machines
8535,Electronics,Electrical apparatus for > 1k volts
8502,Electronics,Electric generating sets and rotary converters
8518,Electronics,Microphones
8507,Electronics,Batteries
8532,Electronics,Electrical capacitors
8540,Electronics,"Thermionic, cold cathode or photocathode tubes"
8538,Electronics,Parts for electrical apparatus
8539,Electronics,Electrical filament
8531,Electronics,Electric sound or visual signaling apparatus
8501,Electronics,Electric motors and generators
8522,Electronics,Parts and accessories for video or sound equipment
8515,Electronics,Electric soldering machines
8516,Electronics,Electric heaters
8541,Electronics,Semiconductor devices
8526,Electronics,Radar
8521,Electronics,Video recording apparatus
8523,Electronics,Sound storage media
8514,Electronics,Industrial electric furnaces
8512,Electronics,Electrical lighting equipment used for motor vehicles
8544,Electronics,Insulated electrical wire
8517,Electronics,Telephones
8524,Electronics,"Tapes, cassettes, records and compact disks"
8546,Electronics,Electrical insulators of any material
8527,Electronics,Reception apparatus for radio broadcasting
8503,Electronics,Parts for use with electric generators
8537,Electronics,Electrical boards
8548,Electronics,Waste and scrap of batteries
8525,Electronics,"Transmission apparatus for radio, telephone and TV"
8520,Electronics,Magnetic tape recorders
8505,Electronics,Electromagnets
8533,Electronics,Electrical resistors
8504,Electronics,Electrical transformers
8542,Electronics,Electronic integrated circuits
8536,Electronics,Electrical apparatus for < 1k volts
8519,Electronics,Sound reproducing apparatus
8513,Electronics,Portable electric lamps
8529,Electronics,"Parts of radios, telephones, and T.V.s"
8528,Electronics,Monitors and projectors
8511,Electronics,Electrical ignition equipment
8510,Electronics,Electric shavers and hair clippers
8534,Electronics,Electronic printed circuits
