store,n_female,n_male,coef,pct_gap,p_value,significant
4,449,404,0.008199172668319373,0.8232877940013594,0.8937524139688486,False
3,29,34,-0.05277038247244714,-5.140219784084843,0.803593289923907,False
1,597,406,-0.20534136871082945,-18.56307312316866,0.00033754344195920355,True
